#{"t_start": 1713116747.343203, "env_id": "None"}
r,l,t
-305.0,6392,247.950644
326.0,5226,31.351737
-326.0,6125,51.640631
-328.0,5113,64.073945
-328.0,4119,74.821271
-210.0,6367,90.878616
-328.0,3954,101.070587
-220.0,5128,114.275957
-210.0,6367,132.554057
-254.0,5889,147.674874
-210.0,6367,164.475619
-210.0,6367,180.811579
-226.0,8048,199.828869
-226.0,8048,219.208073
-226.0,8048,238.066841
-322.0,4647,250.287884
