#{"t_start": 1713116747.8088942, "env_id": "None"}
r,l,t
52.0,5473,209.334889

-326.0,3309,26.42486
-326.0,6125,51.172248
-328.0,5113,63.608401
-328.0,4183,74.557165
-210.0,6367,90.413076
-328.0,3954,100.602318
-292.0,4204,111.610008
-210.0,6367,132.086035
-254.0,5889,147.21144
-210.0,6367,164.013734
-210.0,6367,180.345814
-226.0,8048,199.363401
-226.0,8048,218.742057
-226.0,8048,237.602475
-322.0,4647,249.825854
