#{"t_start": 1713116744.8523595, "env_id": "None"}
r,l,t
212.0,4360,160.047923
-328.0,5200,33.739329
-326.0,6125,54.128741
-328.0,5113,66.564521
-328.0,4183,77.508803
-210.0,6367,93.369632
-328.0,3954,103.563018
-238.0,5414,117.441404
-210.0,6367,135.044946
-254.0,5889,150.165594
-210.0,6367,166.970065
-210.0,6367,183.306043
-226.0,8048,202.319524
-226.0,8048,221.694035
-226.0,8048,240.556499
-322.0,4647,252.778914
