#{"t_start": 1713116744.7316372, "env_id": "None"}
r,l,t
51.0,6539,261.900445

-326.0,5242,34.114256
-328.0,3856,49.225073
-328.0,4653,65.642359
-328.0,3880,76.82054
-210.0,6367,93.490326
-328.0,3954,103.682939
-290.0,4031,114.282975
-210.0,6367,135.166039
-254.0,5889,150.286359
-210.0,6367,167.087297
-210.0,6367,183.423071
-226.0,8048,202.436027
-226.0,8048,221.815093
-226.0,8048,240.681859
-322.0,4647,252.899288
