#{"t_start": 1713116746.027794, "env_id": "None"}
r,l,t
-103.0,6318,250.583831
328.0,7264,37.758451
-328.0,3856,47.929169
-328.0,4653,64.345596
-328.0,4183,76.33374
-210.0,6367,92.197762
-328.0,3954,102.383685
-179.0,5665,116.874452
-210.0,6367,133.866192
-254.0,5889,148.992558
-210.0,6367,165.794896
-210.0,6367,182.13086
-226.0,8048,201.144592
-226.0,8048,220.523541
-226.0,8048,239.386317
-322.0,4647,251.60664
