#{"t_start": 1713116745.5771143, "env_id": "None"}
r,l,t
159.0,3981,144.868912
-326.0,5226,33.117729
-328.0,4955,50.823239
-328.0,5113,65.83735
-328.0,4183,76.788282
-210.0,6367,92.644671
-328.0,3954,102.830986
-238.0,6119,118.355783
-210.0,6367,134.320198
-254.0,5889,149.443194
-210.0,6367,166.245246
-210.0,6367,182.581414
-226.0,8048,201.590496
-226.0,8048,220.971917
-226.0,8048,239.832253
-322.0,4647,252.05426
