#{"t_start": 1713116747.9077723, "env_id": "None"}
r,l,t
-328.0,4578,17.298373
-326.0,5226,30.787311
-326.0,6125,51.075764
-328.0,5113,63.506754
-328.0,4183,74.45355
-210.0,6367,90.317813
-328.0,3954,100.500458
-208.0,6227,116.293498
-210.0,6367,131.985785
-254.0,5889,147.112564
-210.0,6367,163.91505
-210.0,6367,180.246964
-226.0,8048,199.264362
-226.0,8048,218.638738
-226.0,8048,237.504928
-322.0,4647,249.727009
