#{"t_start": 1713116747.656616, "env_id": "None"}
r,l,t
-84.0,4629,173.721586
-328.0,4977,30.42977
-326.0,6125,51.324198
-328.0,4653,62.714325
-328.0,4150,74.602367
-210.0,6367,90.565096
-328.0,3954,100.751686
-310.0,3493,110.150602
-210.0,6367,132.236733
-254.0,5889,147.361933
-210.0,6367,164.162575
-210.0,6367,180.49811
-226.0,8048,199.511155
-226.0,8048,218.89434
-226.0,8048,237.75695
-322.0,4647,249.977913
