#{"t_start": 1713116747.88814, "env_id": "None"}
r,l,t
-328.0,4578,17.315858
-328.0,4788,29.75907
-328.0,4208,46.854869
-328.0,4653,62.482819
-328.0,4183,74.473272
-210.0,6367,90.337883
-328.0,3954,100.523298
-310.0,5045,113.47953
-210.0,6367,132.009052
-254.0,5889,147.129885
-210.0,6367,163.934827
-210.0,6367,180.270743
-226.0,8048,199.279498
-226.0,8048,218.658498
-226.0,8048,237.526239
-322.0,4647,249.743046
