#{"t_start": 1713115540.8647861, "env_id": "None"}
r,l,t
-328.0,6281,22.052486
-326.0,5634,35.982823
-328.0,4322,47.141158
-328.0,4002,62.058573
-302.0,5244,77.501664
-328.0,3954,88.261776
-328.0,4467,99.671865
-326.0,4681,112.316743
-320.0,6284,128.14002
-322.0,7444,154.618308
-326.0,4904,167.196819
-326.0,5784,181.403748
-304.0,5221,195.217027
-328.0,4752,208.078199
-226.0,8048,230.410953
-322.0,4452,242.08411
