#{"t_start": 1713115538.5064707, "env_id": "None"}
r,l,t
-328.0,6281,24.408461
-326.0,5634,38.340944
-326.0,5369,51.841264
-328.0,4002,64.416678
-302.0,5244,79.864761
-328.0,3954,90.620094
-328.0,4467,102.03423
-326.0,4681,114.675084
-318.0,4704,126.862497
-322.0,4375,137.038058
-320.0,5407,151.666978
-326.0,4904,169.550636
-326.0,5784,183.762019
-324.0,4466,195.739721
-326.0,3886,208.406741
-226.0,8048,232.764697
-328.0,3865,243.039262
