#{"t_start": 1713115541.6625628, "env_id": "None"}
r,l,t
-328.0,6281,21.25218
-326.0,5634,35.184899
-326.0,6411,51.066301
-328.0,4002,61.260904
-302.0,5244,76.708751
-328.0,3954,87.467011
-328.0,4467,98.873976
-326.0,4681,111.516282
-322.0,5009,124.423508
-322.0,6050,150.063593
-326.0,4904,166.3945
-326.0,5784,180.606215
-304.0,5221,194.422322
-326.0,5395,208.867535
-226.0,8048,229.609019
-328.0,4125,240.508993
