#{"t_start": 1713115538.9550369, "env_id": "None"}
r,l,t
-328.0,6281,23.959907
-326.0,5634,37.892705
-328.0,4322,49.049354
-328.0,4002,63.97131
-302.0,5244,79.414036
-328.0,3954,90.171563
-328.0,4467,101.585635
-326.0,4681,114.225935
-320.0,7165,132.13872
-316.0,5486,151.437021
-326.0,4904,169.107174
-326.0,5784,183.313972
-324.0,4466,195.291218
-328.0,4752,209.984989
-226.0,8048,232.320971
-322.0,4452,243.993522
