#{"t_start": 1713115539.089301, "env_id": "None"}
r,l,t
-328.0,6281,23.828104
-328.0,4002,34.033004
-326.0,6411,53.639847
-326.0,4067,64.022349
-302.0,5244,79.277552
-328.0,3954,90.037301
-328.0,4467,101.447338
-326.0,4681,114.089932
-320.0,5625,128.383056
-320.0,6479,153.771751
-326.0,4904,168.967862
-326.0,5784,183.179477
-304.0,5221,196.995022
-328.0,4752,209.852931
-226.0,8048,232.186449
-322.0,4452,243.858907
