#{"t_start": 1713115539.583799, "env_id": "None"}
r,l,t
-328.0,6281,23.331363
-326.0,5634,37.267028
-328.0,3928,47.527793
-326.0,4579,64.785421
-302.0,5244,78.783046
-328.0,3954,89.545839
-328.0,4198,100.271991
-326.0,4681,113.595335
-322.0,6292,129.481266
-320.0,6332,152.881645
-326.0,4904,168.473989
-326.0,5784,182.68481
-304.0,5221,196.497917
-328.0,4752,209.356363
-226.0,8048,231.687317
-322.0,4452,243.359793
