#{"t_start": 1713115540.906976, "env_id": "None"}
r,l,t
-328.0,6281,22.007711
-328.0,4002,32.212164
-328.0,4322,47.097578
-328.0,4002,62.01888
-302.0,5244,77.459375
-328.0,3954,88.219752
-328.0,4198,98.948715
-326.0,4681,112.272158
-322.0,6292,128.154253
-326.0,4904,167.150372
-326.0,5784,181.361373
-304.0,5221,195.174843
-326.0,5137,208.993679
-226.0,8048,230.36393
-328.0,4125,241.264344
