#{"t_start": 1713115541.9100246, "env_id": "None"}
r,l,t
-328.0,6281,21.004874
-328.0,4002,31.209301
-328.0,3928,45.20335
-328.0,4509,62.269268
-302.0,5244,76.456425
-328.0,3954,87.219954
-326.0,4681,111.269331
-322.0,6220,126.916493
-320.0,6158,150.126822
-326.0,4904,166.152118
-326.0,5784,180.363933
-324.0,4466,192.336289
-328.0,4752,207.034886
-226.0,8048,229.36095
-322.0,4452,241.034051
