#{"t_start": 1713115538.933432, "env_id": "None"}
r,l,t
-328.0,6281,23.983695
-328.0,4002,34.185861
-328.0,3928,48.181228
-328.0,4966,66.29594
-302.0,5244,79.433194
-328.0,3954,90.193149
-328.0,4467,101.605539
-326.0,4681,114.248298
-228.0,9315,137.228199
-320.0,5584,151.694858
-326.0,4904,169.128022
-326.0,5784,183.33972
-304.0,5221,197.148564
-326.0,5460,211.788006
-226.0,8048,232.342178
-322.0,4452,244.010411
