#{"t_start": 1713115539.0623994, "env_id": "None"}
r,l,t
-328.0,6281,23.852617
-328.0,4002,34.056902
-328.0,4322,48.944756
-328.0,4509,65.119546
-304.0,5279,79.441715
-328.0,3954,90.064165
-328.0,4467,101.476743
-326.0,4681,114.116844
-320.0,7385,132.552102
-318.0,5246,150.727796
-326.0,4904,168.994537
-326.0,5784,183.210911
-304.0,5221,197.022062
-328.0,4752,209.890033
-226.0,8048,232.208723
-328.0,4125,243.105879
