#{"t_start": 1713115542.0040305, "env_id": "None"}
r,l,t
-328.0,6281,20.910896
-328.0,3928,45.107587
-326.0,4067,61.107515
-302.0,5244,76.362378
-328.0,3954,87.122714
-328.0,4467,98.5325
-326.0,4681,111.175112
-320.0,5859,126.006622
-318.0,7342,153.200416
-326.0,4904,166.05304
-326.0,5784,180.268869
-304.0,5221,194.07775
-328.0,4463,206.209281
-226.0,8048,229.266989
-328.0,4125,240.164045
