#{"t_start": 1713115541.9371917, "env_id": "None"}
r,l,t
-328.0,6281,20.97989
-326.0,5634,34.912058
-328.0,3928,45.177549
-328.0,4002,60.986016
-304.0,5279,76.566823
-328.0,3954,87.192677
-328.0,4467,98.599166
-326.0,4681,111.24466
-318.0,5001,124.101021
-316.0,6136,150.013002
-326.0,4904,166.124334
-326.0,5784,180.335472
-304.0,5221,194.149806
-326.0,3893,205.023488
-226.0,8048,229.338359
-322.0,4452,241.006656
