#{"t_start": 1713115792.6623664, "env_id": "None"}
r,l,t
-327.0,4417,11.922802
-245.0,8349,32.631127
-240.0,12629,63.327912
-266.0,5484,78.313736
-271.0,5552,92.793391
-278.0,7446,111.578956
-315.0,4669,122.562895
-270.0,5218,137.661512
-315.0,5151,154.344626
-276.0,9399,188.209825
-195.0,9202,211.551028
-271.0,5552,226.035177
-271.0,5552,239.950619
-271.0,5552,254.278209
-271.0,5552,268.754682
-271.0,5552,283.550813
-271.0,5552,298.344353
