#{"t_start": 1713115790.119046, "env_id": "None"}
r,l,t
-326.0,4527,14.746267
-245.0,8349,35.175146
-327.0,4740,47.618141
-207.0,8286,67.338481
-266.0,5282,80.366978
-271.0,5552,95.336587
-303.0,5151,108.608991
-316.0,4229,118.863971
-236.0,4411,138.234336
-315.0,5104,156.725202
-276.0,9399,190.752981
-271.0,5552,228.578244
-271.0,5552,242.502215
-271.0,5552,256.824084
-271.0,5552,271.298198
-271.0,5552,286.091996
-271.0,5552,300.881229
