#{"t_start": 1713115789.8535633, "env_id": "None"}
r,l,t
-326.0,4527,15.011698
-245.0,8349,35.439771
-168.0,12861,67.00398
-292.0,4138,77.906645
-271.0,5552,95.60687
-84.0,12757,126.940293
-262.0,5470,141.125644
-303.0,5946,159.049553
-276.0,9399,191.020832
-291.0,8341,212.177554
-271.0,5552,228.848451
-271.0,5552,242.75909
-271.0,5552,257.092063
-271.0,5552,271.558977
-271.0,5552,286.359733
-271.0,5552,301.148266
