#{"t_start": 1713115792.179567, "env_id": "None"}
r,l,t
-327.0,4417,12.405661
-245.0,8349,33.1114
-304.0,3785,43.186155
-244.0,8018,61.787488
-266.0,5282,78.306397
-271.0,5552,93.280326
-184.0,12759,124.61754
-188.0,6255,140.608938
-315.0,5104,154.661556
-276.0,9399,188.692493
-176.0,9150,211.876892
-271.0,5552,226.517924
-271.0,5552,240.437904
-271.0,5552,254.768148
-271.0,5552,269.232746
-271.0,5552,284.032511
-271.0,5552,298.826154
