#{"t_start": 1713115790.3524358, "env_id": "None"}
r,l,t
-327.0,4417,14.232922
-245.0,8349,34.938531
-190.0,8306,55.37255
-314.0,4383,65.893697
-266.0,5484,80.620723
-271.0,5552,95.108512
-84.0,12757,126.444233
-274.0,4728,138.75728
-315.0,5104,156.488829
-276.0,9399,190.523894
-271.0,5552,228.345045
-271.0,5552,242.261048
-271.0,5552,256.592832
-271.0,5552,271.060127
-271.0,5552,285.856084
-271.0,5552,300.647998
