#{"t_start": 1713115792.604059, "env_id": "None"}
r,l,t
-326.0,4527,12.261535
-245.0,8349,32.687431
-226.0,8955,54.588318
-292.0,4138,75.15381
-271.0,5552,92.851959
-289.0,5562,107.260071
-271.0,5071,137.332275
-315.0,5151,154.40292
-276.0,9399,188.268136
-303.0,4393,200.169817
-271.0,5552,226.093401
-271.0,5552,240.012954
-271.0,5552,254.338883
-271.0,5552,268.808708
-271.0,5552,283.607284
-271.0,5552,298.397394
