#{"t_start": 1713115790.4024084, "env_id": "None"}
r,l,t
-326.0,4527,14.46595
-245.0,8349,34.89084
-294.0,4496,46.66446
-266.0,5282,80.083525
-271.0,5552,95.05351
-84.0,12757,126.391543
-170.0,6440,142.903184
-314.0,5294,156.996044
-276.0,9399,190.472147
-313.0,5952,206.072067
-271.0,5552,228.299774
-271.0,5552,242.212888
-271.0,5552,256.53816
-271.0,5552,271.010236
-271.0,5552,285.809037
-271.0,5552,300.602729
