#{"t_start": 1713115792.7185814, "env_id": "None"}
r,l,t
-323.0,4090,11.077186
-245.0,8349,32.572871
-294.0,4599,44.63456
-327.0,4415,54.647344
-266.0,5484,78.254775
-271.0,5552,92.7419
-243.0,10221,118.174359
-276.0,6285,140.214918
-284.0,9403,164.487936
-276.0,9399,188.157357
-291.0,4755,200.895213
-271.0,5552,225.978992
-271.0,5552,239.896715
-271.0,5552,254.224632
-271.0,5552,268.69409
-271.0,5552,283.491179
-271.0,5552,298.28492
