#{"t_start": 1713115789.843172, "env_id": "None"}
r,l,t
-327.0,4417,14.741976
-245.0,8349,35.447658
-179.0,12881,67.114828
-266.0,5282,80.643157
-271.0,5552,95.612439
-84.0,12757,126.950594
-208.0,6257,142.993879
-284.0,9403,167.360929
-276.0,9399,191.029031
-323.0,8854,213.507288
-271.0,5552,228.854658
-271.0,5552,242.77058
-271.0,5552,257.097458
-271.0,5552,271.573855
-271.0,5552,286.369957
-271.0,5552,301.156986
