#{"t_start": 1713115791.309319, "env_id": "None"}
r,l,t
-327.0,4417,13.278552
-245.0,8349,33.981658
-196.0,9459,57.086391
-266.0,5282,79.177191
-271.0,5552,94.146791
-150.0,9352,117.475284
-328.0,3492,125.876048
-216.0,5432,139.523566
-315.0,5151,155.7029
-276.0,9399,189.563073
-314.0,5103,203.22381
-271.0,5552,227.392576
-271.0,5552,241.303027
-271.0,5552,255.635334
-271.0,5552,270.107782
-271.0,5552,284.906164
-271.0,5552,299.69406
