#{"t_start": 1713115789.9731486, "env_id": "None"}
r,l,t
-323.0,4090,13.82246
-245.0,8349,35.317758
-273.0,6609,51.975287
-293.0,4553,62.446105
-266.0,5282,80.512931
-271.0,5552,95.482377
-266.0,10082,120.588067
-207.0,5848,141.860086
-314.0,5294,157.427878
-276.0,9399,190.898939
-314.0,4169,202.26104
-271.0,5552,228.724128
-271.0,5552,242.648113
-271.0,5552,256.967725
-271.0,5552,271.439299
-271.0,5552,286.240037
-271.0,5552,301.027434
