#{"t_start": 1713115792.753289, "env_id": "None"}
r,l,t
-327.0,4417,11.835191
-245.0,8349,32.540211
-258.0,8797,54.058553
-298.0,4165,64.488918
-266.0,5484,78.222741
-271.0,5552,92.707032
-84.0,12757,124.044063
-235.0,5465,138.18784
-303.0,6115,156.583664
-276.0,9399,188.122502
-311.0,8338,209.229714
-271.0,5552,225.948757
-271.0,5552,239.860251
-271.0,5552,254.192187
-271.0,5552,268.664177
-271.0,5552,283.455396
-271.0,5552,298.251565
